true,pred,confidence,text,reason
delivery_issue,other,0.217,"On about XX/XX/year>, my checking and savings accounts with Navy Federal Credit Union were closed without prior notification or a clear exp…",vague app wording
billing_problem,refund_request,0.409,"PayPal stole fees from me the seller and ruled for the buyer under the guise of 'Buyer and Seller protections ', yet when offered a reason …",low confidence
app_bug,refund_request,0.293,A check from Social Security for XXXX XXXX was deposited into my CitizensBank account on XX/XX/XXXX. They also close my account the same da…,low confidence
other,app_bug,0.262,"I had an account open with Majority, a XXXX XXXX  operated by Majority USA , LLC and backed by XXXX XXXX.   On XX/XX/XXXX, they sent me a m…",low confidence
delivery_issue,billing_problem,0.288,I received a Capital One Credit Card to be Activated in the mail. I did not request this card. I reported it to Capital One fraud departmen…,low confidence
delivery_issue,refund_request,0.27,I was purchasing some items on line. The first XXXX transaction went to a invalid address. I personally went into the back to cancel it bef…,vague app wording
other,app_bug,0.241,"I have tried to use this card and cant use it in any stores, I have contacted you several times and you have come up with excuses. First ti…",low confidence
billing_problem,app_bug,0.266,"Extremely poor fraud response from Amex. Was alerted to a potential fraudulent purchase by text on XX/XX/23, Did not recognize the charges,…",vague app wording
other,refund_request,0.274,No preliminary warning or verification of recipient when transferring funds via Zelle. Unable to retrieve funds & no resolution provided. N…,low confidence
refund_request,billing_problem,0.792,On XX/XX/XXXX phoned Huntington Bank to discuss why my XXXX account maintained through XXXX XXXX. I noticed on my business checking account…,refund vs billing overlap
app_bug,other,0.976,"Commencing on or about XX/XX/year>, I fell victim to two multi-layered scam operations run by XXXX XXXX  which involved me making deposits …",vague app wording
other,billing_problem,0.28,"During the Covid-19 pandemic, Discover not only didn't try to help its customer but they chose to close my account due to inactivity. There…",low confidence
app_bug,billing_problem,0.302,"My husband and I separately applied for a XXXX XXXX  XXXX credit card offered by Synchrony Bank online, most recently on XX/XX/2020. I was …",vague app wording
other,refund_request,0.236,I opened an account XX/XX/year>. I tried to send {$35000.00} each on XX/XX/XXXX and XXXX 2024. I was told there is a hold of XXXX months be…,low confidence
other,app_bug,0.351,"Agent to the principal. Submitting a claim to balance all accounts, payable and receivable on all accounts, document attached explains the …",low confidence
app_bug,refund_request,0.339,"I received a text from chime asking if I used my card in XXXX Texas, I replied no. I then got a text saying I would receive a phone call. I…",vague app wording
refund_request,billing_problem,0.995,I am writing to formally file a complaint against Navy Federal Credit Union regarding multiple overdraft fees I have incurred over the past…,refund vs billing overlap
refund_request,billing_problem,0.344,"I had fraudulent charges to my account in the amounts of XXXX, and 2 charges for {$27.00} on XXXX XXXX. Now more than 90 days later my prov…",refund vs billing overlap
refund_request,app_bug,0.351,"Hello, On XX/XX/, I received a notice from Gemini that all XXXX funds in their Gemini Earn program were to be frozen, due to the freezing o…",vague app wording
other,billing_problem,0.355,Since late XXXX the XXXX XXXX Credit Card by Comenity hasn't provided any points conccurrent with purchases as advertised in their agreemen…,vague app wording
billing_problem,refund_request,0.339,"Wells Fargo stole money from my account for years as well as taking fraudulent fees. I've been waiting to be made whole ... Now, Wells Farg…",low confidence
app_bug,refund_request,0.494,"On XXXX XXXX, 2021, I was contacted by someone on XXXX XXXX looking to buy an item I had listed. I generally use cash for these transaction…",refund vs billing overlap
billing_problem,app_bug,0.289,I stopped using my credit card since XXXX 2017  and paid off all the balance due. I have tried not to use it because of the interest charge…,low confidence
refund_request,billing_problem,0.449,"On XX/XX/2021, I made a transfer to my husband 's XXXX account, mistakenly from my checking instead of my savings account. Because my husba…",refund vs billing overlap
billing_problem,refund_request,0.294,BOA was notified that my card was taken by someone I know and it was used fraudulently. A fraud dispute was created. They said because the …,low confidence
delivery_issue,refund_request,0.292,Over a year ago Citibank closed my account and kept over {$75000.00} of my money. I spent over a year trying to get it back. In XXXX they c…,low confidence
refund_request,billing_problem,0.294,On XXXX XXXX  I bought two Vanilla Visa Credit Card Gifts. I paid XXXX plus {$5.00} each card charged for purchasing it. The cards where bo…,refund vs billing overlap
billing_problem,app_bug,0.25,"On XX/XX/XXXX, my credit card issued by Bank of America ( BoA ), was charged {$170.00}. This was a fraud purchase that I did not make. The …",weak delivery cues
other,refund_request,0.304,An Amount of XXXX was paid to a recipient through CHIMES since XXXX XX/XX/2023 and money was never delivered up till now ( XX/XX/XXXX ) des…,low confidence
billing_problem,app_bug,0.382,"The morning of Tuesday, XX/XX/2022 around approximately XXXX am Eastern Standard Time, I was attempting to access my crypto.com virtual cur…",vague app wording
refund_request,app_bug,0.568,I wanted to file a report with CashApp. They not only liquidated funds that I was sending to someone else. But did not allow my second tran…,vague app wording
delivery_issue,app_bug,0.313,"On XX/XX/XXXX, I sent XXXX dollars to my XXXX XXXX Account. I've been with Marcus since XX/XX/2024. I got an email saying I needed to call …",low confidence
other,refund_request,0.311,My is XXXX XXXX and bank of america closed my account with out let me know they didn't give a answer I call them and I need my money cause …,low confidence
delivery_issue,refund_request,0.304,On XX/XX/year> there was an ATM Withdrawal from my Checking Account for the amount of {$150.00}. This transaction was done at a non Wells F…,vague app wording
refund_request,billing_problem,0.515,"I booked a group vacation with XXXX, The XXXX XXXX XXXX XXXX XX/XX/XXXX. I was scheduled to travel to XXXX with them on XX/XX/XXXX. All dat…",refund vs billing overlap
billing_problem,refund_request,0.249,"XXXX Lawsuit against Mechanics Bank. Essentially, Mechanics Bank never returned $ XXXX back into my XXXX XXXX ' Bank Account # : XXXX Mecha…",vague app wording
delivery_issue,refund_request,0.328,In XX/XX/year> I opened an XXXX XXXX Business Checking account for my XXXX XXXX.  I wrote a check from my personal Wells Fargo account to m…,weak delivery cues
billing_problem,refund_request,0.348,"A charge to Chase XXXX XXXX XXXX Credit Card was completed for our cruise, on XXXX XXXX XXXX XXXX for the full cost of a cruise on XX/XX/20…",refund vs billing overlap
other,refund_request,0.308,"My brother passed away XX/XX/2021. He was born, lived, and died in Colorado. As the Administrator for his Estate, I opened probate in Color…",low confidence
other,app_bug,0.309,"I was sending Ethereum via my wallet on Coinbase, XXXX XX/XX/2018. After a few failed attempts on verifying my ID to accelerate my transact…",low confidence
other,refund_request,0.283,XXXX dollars was transferred in my accounts while XXXX was in the hospital with XXXX XXXX by my ex boyfriend. I didnt have access to my acc…,vague app wording
app_bug,billing_problem,0.364,"I just recently open up an account with CHASE Bank, direct deposit from Social Secuirty, I '' m XXXX years old, widow & XXXX. On XX/XX/2016…",low confidence
delivery_issue,refund_request,0.264,"I closed a CD account by phone at XX/XX/XXXX, and the representative told me a check will be mailed to me. I did not received anything in t…",vague app wording
app_bug,refund_request,0.267,"On XXXX XXXX, XXXX, {$1400.00} was fraudulently taken from my checking account by way of my debit card information. I reported the fraudule…",refund vs billing overlap
app_bug,billing_problem,0.281,A purchase was made on my card from a website called XXXX on Thursday XX/XX/XXXX. It was for {$100.00}. Then another unauthorized purchase …,vague app wording
billing_problem,app_bug,0.239,"On XX/XX/2018, I attempted to call XXXX XXXX Mississippi  who handles child support payments for Mississippi. I called because of an unauth…",low confidence
app_bug,billing_problem,0.353,Google partners with XXXX XXXX for various credit services. I have used Google 's XXXX XXXX service as part of my Google XXXX phone service…,vague app wording
refund_request,billing_problem,0.62,"Tried to negotiate a reduced monthly payment with Bank of America, but since I was getting late on my payments, they closed my account. I h…",mixed or ambiguous
other,app_bug,0.226,"I opened a new checking account for {$50000.00} on XX/XX/XXXX with Citibank, obviously for advertisement which was confirmed by their staff…",low confidence
